Epoch,Perplexity
1,3.682013
2,3.253431
3,3.074778
4,2.960220
5,2.866954
6,2.793787
7,2.719668
8,2.660551
9,2.599924
10,2.538044
11,2.490978
12,2.439988
13,2.390796
14,2.351986
15,2.313987
16,2.274085
17,2.242254
18,2.213585
19,2.184908
20,2.164950
21,2.140508
22,2.119522
23,2.102809
24,2.089405
25,2.066679
26,2.058007
27,2.042009
28,2.029013
29,2.014215
30,2.006578
31,1.990927
32,1.990770
33,1.975064
34,1.961690
35,1.958671
36,1.950966
37,1.953563
38,1.942181
39,1.939680
40,1.934784
