Epoch,Perplexity
1,3.749525
2,3.445978
3,3.334509
4,3.266471
5,3.213239
6,3.176736
7,3.165092
8,3.137203
9,3.108305
10,3.095795
11,3.081341
12,3.074406
13,3.058719
14,3.049784
15,3.047795
16,3.034410
17,3.035896
18,3.021473
19,3.026530
20,3.011911
21,3.013921
22,2.945419
23,2.936404
24,2.932888
25,2.909918
26,2.921788
27,2.912468
28,2.901712
29,2.903561
30,2.890991
31,2.888808
32,2.894769
33,2.881486
34,2.882960
35,2.879777
36,2.880697
37,2.875105
38,2.871286
39,2.863688
40,2.854219
