Epoch,Train_PPL,Valid_PPL,Test_PPL
1,4.0924685481551775,564.4006275777525,
2,4.01896234242671,539.3308859604181,
3,3.993583277280639,533.2007828051138,
4,3.9810615119989365,531.542617836525,
5,3.9738495082057703,531.4154585530187,
6,3.969277485306978,531.8808751446348,
7,3.9576701196891744,530.2745461948234,
8,3.9578977937234856,530.4022579273653,
9,3.9542046153150046,529.7045530929,
10,3.9544590167358047,529.7310491285269,
11,3.953342182055967,529.7158157153818,
12,3.953068738841615,529.7096974312534,
13,3.953000315020488,529.7081749779155,
14,3.9529831244284455,529.7076309666451,
15,3.952978977586294,529.7075819253694,
16,3.9529781859169235,529.7075534987913,
17,3.9529776581374305,529.7075003345844,
18,3.952977676986697,529.7075003345844,
19,3.952977884328633,529.7074927396981,
20,3.952977884328633,529.7074927396981,
21,3.952977884328633,529.7074927396981,
22,3.952977884328633,529.7074927396981,
23,3.952977884328633,529.7074927396981,
24,3.952977884328633,529.7074927396981,
25,3.952977884328633,529.7074927396981,
26,3.952977884328633,529.7074927396981,
27,3.952977884328633,529.7074927396981,
28,3.952977884328633,529.7074927396981,
29,3.952977884328633,529.7074927396981,
30,3.952977884328633,529.7074927396981,
31,3.952977884328633,529.7074927396981,
32,3.952977884328633,529.7074927396981,
33,3.952977884328633,529.7074927396981,
34,3.952977884328633,529.7074927396981,
35,3.952977884328633,529.7074927396981,
36,3.952977884328633,529.7074927396981,
37,3.952977884328633,529.7074927396981,
38,3.952977884328633,529.7074927396981,
39,3.952977884328633,529.7074927396981,
40,3.952977884328633,529.7074927396981,
final,,,394.75976869320226
