Epoch,Train_PPL,Valid_PPL,Test_PPL
1,3.6157897001966184,367.95651529599627,
2,3.2054161428720924,213.9693656406993,
3,3.000774066055895,172.15204686102788,
4,2.8712956512494046,144.7310252589657,
5,2.761511288337183,130.09036591974862,
6,2.662583937068418,107.9429874872117,
7,2.555767690422249,92.44566328611619,
8,2.451397366211956,83.7194403275815,
9,2.3459060485151504,71.37922567077746,
10,2.246319916294476,66.70227258008698,
11,2.1532924401247415,58.86309483720522,
12,2.0661723005372528,53.19773034827318,
13,1.9906716740912953,48.41683511295024,
14,1.925680294369447,45.99211946485021,
15,1.8753510961861002,42.703582734102554,
16,1.8176382861725078,40.85104615747185,
17,1.773737347730688,37.52831926204169,
18,1.7289543313356655,34.85418872673886,
19,1.6994446229890683,32.73589098458443,
20,1.6649508703055529,32.247383158031866,
21,1.637747518778998,31.03180067364726,
22,1.6118650886860155,28.011464330809805,
23,1.5965177216002209,27.125977235202917,
24,1.5721424978291265,26.54566370725183,
25,1.5563036041644132,26.393159965614053,
26,1.5326532809162519,24.65263804990476,
27,1.5244987160598795,24.127087118581606,
28,1.5033818737247817,23.95342474342744,
29,1.4916936411233888,22.63188927598463,
30,1.4821825804699722,22.58144856737292,
31,1.4675260413559963,22.25657902105499,
32,1.4581276077624312,22.026931171223108,
33,1.4516832126272434,21.144887993553784,
34,1.4402813727946087,20.485456191855448,
35,1.4282039658403594,20.377756866189753,
36,1.4212523841243723,19.6643595488967,
37,1.4177550891397326,19.160474477786998,
38,1.417964143201358,18.731515435508996,
39,1.411679938500013,18.37992589786466,
40,1.4016859208744938,18.813311991720834,
final,,,5.9839135211776355
