Epoch,Train_PPL,Valid_PPL,Test_PPL
1,3.708452757861264,359.47505728503603,
2,3.3053543219950523,226.17856750243104,
3,3.156838543552655,186.22103708477206,
4,3.0585312244794656,159.91372057318972,
5,2.9911085711036822,141.79838334839454,
6,2.931866477126028,129.47975044281375,
7,2.8870792524440345,118.97907801470056,
8,2.8489832203418293,110.72274579766338,
9,2.808533800787353,104.94389856269072,
10,2.775683018296762,98.08080598998363,
11,2.7570849367212236,93.81776284592597,
12,2.731417595628251,89.4936996736657,
13,2.7142612550761918,85.09393297546369,
14,2.689411554695065,81.4697957967795,
15,2.6719917248130995,78.99991403384563,
16,2.6532482020185437,75.32584547973214,
17,2.6357699894970406,72.1966462125569,
18,2.6233820147508746,70.54056241549819,
19,2.6057591582022464,67.78886111667846,
20,2.583014477430976,66.75092418397178,
21,2.5685338859403677,63.40689677599486,
22,2.561351043442777,62.377324028152245,
23,2.5483755055340094,59.372010544730585,
24,2.5454264520144,57.766464242033585,
25,2.5246346959073955,56.53790869953584,
26,2.5156092130953636,55.39196446788678,
27,2.5050995243604635,53.930104178032956,
28,2.49906567998232,52.71974630010227,
29,2.4892643701727373,51.884934371142826,
30,2.4814020906527943,50.55730149116602,
31,2.479482968226655,50.00152042208404,
32,2.460374919284862,47.51623522804646,
33,2.457750110395405,47.277761516424135,
34,2.4466731567123947,46.1309015420945,
35,2.4452002952259577,45.52256896442967,
36,2.430637827134367,45.04452417778843,
37,2.4302853835930733,43.81137211541512,
38,2.425363354191575,43.038511860309086,
39,2.420033967329393,42.56935364287452,
40,2.4117096022933633,41.43345084168629,
final,,,26.23597491637213
